vessel_name,vessel_mmsi,vessel_flag,date,activity,lat,lon,duration_hours,start_time,end_time,detail,id,metric
Keyfield Harmony,533180719,MYS,2026-04-16,loitering,5.1271,111.8076,19.96,2026-04-16T19:57:38.000Z,2026-04-17T15:55:01.000Z,Loitering (average speed: 0.3 kt),c74c127ca58ef54f272cf7f616dd7d7e,0.3106020389964815
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4283,103.4555,9.54,2026-04-17T00:07:52.000Z,2026-04-17T09:40:28.000Z,speed:1.0kt,,
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4283,103.4555,9.54,2026-04-17T00:07:52.000Z,2026-04-17T09:40:28.000Z,Loitering (average speed: 1.0 kt),e0007be58c12e77eb4156058dae05854,1.036874895933168
Keyfield Helms 1,533132471,MYS,2026-04-17,port_visit,4.2541,103.5059,68.76,2026-04-17T01:48:12.000Z,2026-04-19T22:33:47.000Z,Unknown Port,,
Keyfield Helms 1,533132471,MYS,2026-04-17,port_visit,4.2541,103.5059,68.76,2026-04-17T01:48:12.000Z,2026-04-19T22:33:47.000Z,Port Visit: Unknown Port (N/A),a817cbff8e7a8dabc10aba94c9caca6c,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-17,loitering,26.5938,51.9003,2.98,2026-04-17T05:49:58.000Z,2026-04-17T08:48:29.000Z,speed:1.5kt,,
Keyfield Kindness,533132143,MYS,2026-04-17,loitering,26.5938,51.9003,2.98,2026-04-17T05:49:58.000Z,2026-04-17T08:48:29.000Z,Loitering (average speed: 1.5 kt),d12ee7211b4b57fb2a670953dd1ed441,1.4720841347513451
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4274,103.4535,4.01,2026-04-17T10:55:44.000Z,2026-04-17T14:56:20.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4274,103.4535,4.01,2026-04-17T10:55:44.000Z,2026-04-17T14:56:20.000Z,Loitering (average speed: 1.1 kt),79ab9dd178f995f5f7776b293e11c2e2,1.0813996863893174
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4145,103.4677,10.97,2026-04-17T16:58:31.000Z,2026-04-18T03:56:27.000Z,speed:0.7kt,,
Daya Ceria,533132679,MYS,2026-04-17,loitering,7.4145,103.4677,10.97,2026-04-17T16:58:31.000Z,2026-04-18T03:56:27.000Z,Loitering (average speed: 0.7 kt),4e82620428e3b05d40345a9da0419c1e,0.6711893672816497
Keyfield Harmony,533180719,MYS,2026-04-17,loitering,5.1213,111.8223,21.93,2026-04-17T16:58:41.000Z,2026-04-18T14:54:29.000Z,Loitering (average speed: 0.6 kt),4f419eaeb8c82801a5a288141d10a736,0.6197883019633527
Keyfield Kindness,533132143,MYS,2026-04-17,port_visit,25.869,51.6861,13.94,2026-04-17T19:51:08.000Z,2026-04-18T09:47:46.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-17,port_visit,25.869,51.6861,13.94,2026-04-17T19:51:08.000Z,2026-04-18T09:47:46.000Z,Port Visit: Unknown Port (N/A),7b0fef0f86fa605b2b76d27dcbe2653d,Unknown Port
Daya Ceria,533132679,MYS,2026-04-18,loitering,7.4034,103.4496,5.94,2026-04-18T04:58:57.000Z,2026-04-18T10:55:38.000Z,speed:0.9kt,,
Daya Ceria,533132679,MYS,2026-04-18,loitering,7.4034,103.4496,5.94,2026-04-18T04:58:57.000Z,2026-04-18T10:55:38.000Z,Loitering (average speed: 0.9 kt),4baf29f55ef5223bbf2cd14c0a99369d,0.9350379859690047
Daya Ceria,533132679,MYS,2026-04-18,loitering,7.4191,103.4608,18.3,2026-04-18T11:41:08.000Z,2026-04-19T05:59:19.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-04-18,loitering,7.4191,103.4608,18.3,2026-04-18T11:41:08.000Z,2026-04-19T05:59:19.000Z,Loitering (average speed: 0.4 kt),8c681fdadf67fd83dccd091825817296,0.3858304977571624
Keyfield Kindness,533132143,MYS,2026-04-18,port_visit,26.6373,51.9501,19.68,2026-04-18T15:38:26.000Z,2026-04-19T11:19:12.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-18,port_visit,26.6373,51.9501,19.68,2026-04-18T15:38:26.000Z,2026-04-19T11:19:12.000Z,Port Visit: Unknown Port (N/A),ff508dcc0dbd24a00892cb61ee3eb8a3,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-18,loitering,26.637,51.9731,121.23,2026-04-18T15:45:36.000Z,2026-04-23T16:59:08.000Z,Loitering (average speed: 0.7 kt),959055e3f2b8bcb9759afb91ecbc3836,0.6775761935932266
Keyfield Kindness,533132143,MYS,2026-04-18,loitering,26.637,51.9731,121.23,2026-04-18T15:45:36.000Z,2026-04-23T16:59:08.000Z,speed:0.7kt,,
Keyfield Harmony,533180719,MYS,2026-04-18,loitering,5.1208,111.8145,2.01,2026-04-18T15:59:09.000Z,2026-04-18T17:59:50.000Z,Loitering (average speed: 1.5 kt),38d3ef069ae0e6e286a657aa02dc2c3f,1.4753339701706536
Keyfield Harmony,533180719,MYS,2026-04-18,loitering,5.147,111.8057,18.69,2026-04-18T18:59:42.000Z,2026-04-19T13:41:18.000Z,Loitering (average speed: 0.5 kt),4f11ee2eac191b9d9db434b2255a3534,0.4659279582104774
Daya Ceria,533132679,MYS,2026-04-19,loitering,7.4004,103.4541,3.22,2026-04-19T06:45:00.000Z,2026-04-19T09:58:22.000Z,Loitering (average speed: 0.8 kt),17828e837bad9df1b3de0edd326006b2,0.7620839970167093
Daya Ceria,533132679,MYS,2026-04-19,loitering,7.4004,103.4541,3.22,2026-04-19T06:45:00.000Z,2026-04-19T09:58:22.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-04-19,loitering,7.5492,103.2242,6.8,2026-04-19T14:05:00.000Z,2026-04-19T20:52:57.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-04-19,loitering,7.5492,103.2242,6.8,2026-04-19T14:05:00.000Z,2026-04-19T20:52:57.000Z,Loitering (average speed: 0.8 kt),0375e434eadcdcb8ba73c46fe6b8d5f6,0.7784178293683583
Keyfield Harmony,533180719,MYS,2026-04-19,loitering,5.1479,111.7922,2.76,2026-04-19T14:51:06.000Z,2026-04-19T17:36:59.000Z,Loitering (average speed: 1.1 kt),0f506c70770af5c1d2e2118d4e31910b,1.052138665992704
Keyfield Kindness,533132143,MYS,2026-04-19,port_visit,26.6373,51.9501,64.55,2026-04-19T16:53:28.000Z,2026-04-22T09:26:21.000Z,Port Visit: Unknown Port (N/A),cdddf7834c3b46b524a8200de77c1d32,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-19,port_visit,26.6373,51.9501,64.55,2026-04-19T16:53:28.000Z,2026-04-22T09:26:21.000Z,Unknown Port,,
Keyfield Harmony,533180719,MYS,2026-04-19,loitering,5.1234,111.8153,25.23,2026-04-19T18:45:49.000Z,2026-04-20T19:59:54.000Z,Loitering (average speed: 0.7 kt),aba059e0966ba5984930b566d728a01e,0.6746837481963248
Keyfield Helms 1,533132471,MYS,2026-04-20,loitering,5.4946,105.0174,117.16,2026-04-20T17:42:24.000Z,2026-04-25T14:51:47.000Z,Loitering (average speed: 0.0 kt),668210151d2e026db11e5c2ff8574f75,0.0232664146877784
Keyfield Helms 1,533132471,MYS,2026-04-20,loitering,5.4946,105.0174,117.16,2026-04-20T17:42:24.000Z,2026-04-25T14:51:47.000Z,speed:0.0kt,,
Keyfield Harmony,533180719,MYS,2026-04-20,loitering,5.1304,111.8134,12.09,2026-04-20T20:54:24.000Z,2026-04-21T08:59:49.000Z,Loitering (average speed: 0.4 kt),59313812e5fecd19a557b0067c5ee7e4,0.3970290783520121
Daya Ceria,533132679,MYS,2026-04-20,port_visit,7.2668,100.6335,8.78,2026-04-20T21:48:43.000Z,2026-04-21T06:35:17.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-04-20,port_visit,7.2668,100.6335,8.78,2026-04-20T21:48:43.000Z,2026-04-21T06:35:17.000Z,Port Visit: Unknown Port (N/A),f1ea623983501a886110698ea52374a0,Unknown Port
Keyfield Harmony,533180719,MYS,2026-04-21,loitering,5.1256,111.8115,2.76,2026-04-21T09:58:36.000Z,2026-04-21T12:44:28.000Z,Loitering (average speed: 1.0 kt),3a64117bbdc80332b50c18d56ad59b74,1.0188616005771824
Keyfield Harmony,533180719,MYS,2026-04-21,loitering,5.1203,111.8214,3.13,2026-04-21T13:50:55.000Z,2026-04-21T16:58:28.000Z,Loitering (average speed: 0.9 kt),0ed58b644ac28c2c93950ef03696e03b,0.9327386037504586
Keyfield Harmony,533180719,MYS,2026-04-21,loitering,5.126,111.8272,1.83,2026-04-21T17:59:57.000Z,2026-04-21T19:50:02.000Z,Loitering (average speed: 1.3 kt),0c14dba3870145d1ebd6ac1794133ade,1.3182867440596036
Keyfield Harmony,533180719,MYS,2026-04-21,loitering,5.1302,111.7898,115.68,2026-04-21T20:59:16.000Z,2026-04-26T16:40:02.000Z,Loitering (average speed: 0.5 kt),0c91f2127783a7f8f1e7f2ac3bf47f71,0.4711152477799473
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.5642,103.2517,3.2,2026-04-22T02:32:04.000Z,2026-04-22T05:44:01.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.5642,103.2517,3.2,2026-04-22T02:32:04.000Z,2026-04-22T05:44:01.000Z,Loitering (average speed: 0.4 kt),d3724740f5a78228cd2ca1d1efea7250,0.4241662483222186
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.415,103.4167,5.5,2026-04-22T08:47:03.000Z,2026-04-22T14:17:04.000Z,speed:0.9kt,,
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.415,103.4167,5.5,2026-04-22T08:47:03.000Z,2026-04-22T14:17:04.000Z,Loitering (average speed: 0.9 kt),9c4164728e4782c483022fec9e353e5b,0.9252183662685259
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.4292,103.4433,21.55,2026-04-22T15:20:05.000Z,2026-04-23T12:53:06.000Z,Loitering (average speed: 0.7 kt),a9035ffdd41dafb252e4b3f2e1f7508c,0.7333864343474019
Daya Ceria,533132679,MYS,2026-04-22,loitering,7.4292,103.4433,21.55,2026-04-22T15:20:05.000Z,2026-04-23T12:53:06.000Z,speed:0.7kt,,
Keyfield Kindness,533132143,MYS,2026-04-22,port_visit,26.6373,51.9501,19.47,2026-04-22T15:26:33.000Z,2026-04-23T10:54:59.000Z,Port Visit: Unknown Port (N/A),de165224ad5a6a8ad3fe63d011154da9,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-22,port_visit,26.6373,51.9501,19.47,2026-04-22T15:26:33.000Z,2026-04-23T10:54:59.000Z,Unknown Port,,
Keyfield Commander,533003510,MYS,2026-04-22,loitering,8.765,101.6808,148.2,2026-04-22T20:52:09.000Z,2026-04-29T01:04:22.000Z,speed:0.0kt,,
Keyfield Commander,533003510,MYS,2026-04-22,loitering,8.765,101.6808,148.2,2026-04-22T20:52:09.000Z,2026-04-29T01:04:22.000Z,Loitering (average speed: 0.0 kt),b5810fe18a477df97fa1c853017daf2b,0.012733107273861476
Daya Ceria,533132679,MYS,2026-04-23,loitering,7.4108,103.4342,8.5,2026-04-23T13:59:06.000Z,2026-04-23T22:29:07.000Z,speed:0.8kt,,
Daya Ceria,533132679,MYS,2026-04-23,loitering,7.4108,103.4342,8.5,2026-04-23T13:59:06.000Z,2026-04-23T22:29:07.000Z,Loitering (average speed: 0.8 kt),4d3b7b0c3b0fd74f130249b79d773c90,0.7816441755416754
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,0.81,2026-04-23T16:32:19.000Z,2026-04-23T17:20:46.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,0.81,2026-04-23T16:32:19.000Z,2026-04-23T17:20:46.000Z,Port Visit: Unknown Port (N/A),28823fe3fe313ab4bc0ae88774a9d7c7,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-23,loitering,26.6451,51.9761,33.58,2026-04-23T17:24:10.000Z,2026-04-25T02:59:07.000Z,speed:0.8kt,,
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,4.58,2026-04-23T17:24:10.000Z,2026-04-23T21:59:03.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-23,loitering,26.6451,51.9761,33.58,2026-04-23T17:24:10.000Z,2026-04-25T02:59:07.000Z,Loitering (average speed: 0.8 kt),101aeef92cd9386004f617a15fe1737d,0.797673092347338
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,4.58,2026-04-23T17:24:10.000Z,2026-04-23T21:59:03.000Z,Port Visit: Unknown Port (N/A),78ae6639306fef95c5ce86011db58927,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,12.6,2026-04-23T22:55:32.000Z,2026-04-24T11:31:31.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-23,port_visit,26.6373,51.9501,12.6,2026-04-23T22:55:32.000Z,2026-04-24T11:31:31.000Z,Port Visit: Unknown Port (N/A),b355942d315f56ade32484fea7cec0e3,Unknown Port
Daya Ceria,533132679,MYS,2026-04-23,loitering,7.4067,103.4767,8.9,2026-04-23T23:32:05.000Z,2026-04-24T08:26:06.000Z,Loitering (average speed: 0.4 kt),ad88cc552217dc388b85fef1736fd18b,0.4451559406471412
Daya Ceria,533132679,MYS,2026-04-23,loitering,7.4067,103.4767,8.9,2026-04-23T23:32:05.000Z,2026-04-24T08:26:06.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-04-24,loitering,7.4142,103.4283,4.35,2026-04-24T09:38:11.000Z,2026-04-24T13:59:08.000Z,Loitering (average speed: 1.2 kt),8bcde49388610d1cda0fae716a87c63e,1.1914165179066136
Daya Ceria,533132679,MYS,2026-04-24,loitering,7.4142,103.4283,4.35,2026-04-24T09:38:11.000Z,2026-04-24T13:59:08.000Z,speed:1.2kt,,
Daya Ceria,533132679,MYS,2026-04-24,loitering,7.4675,103.3792,104.8,2026-04-24T15:05:08.000Z,2026-04-28T23:53:17.000Z,Loitering (average speed: 0.3 kt),e78e9622995c630a75f734b0ef1bc664,0.3221139787982935
Daya Ceria,533132679,MYS,2026-04-24,loitering,7.4675,103.3792,104.8,2026-04-24T15:05:08.000Z,2026-04-28T23:53:17.000Z,speed:0.3kt,,
Keyfield Kindness,533132143,MYS,2026-04-24,port_visit,26.6373,51.9501,5.0,2026-04-24T16:30:32.000Z,2026-04-24T21:30:20.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-04-24,port_visit,26.6373,51.9501,5.0,2026-04-24T16:30:32.000Z,2026-04-24T21:30:20.000Z,Port Visit: Unknown Port (N/A),e8cfa017ad039a22d97785222544fc4e,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-25,loitering,26.644,51.9972,28.12,2026-04-25T03:48:07.000Z,2026-04-26T07:55:06.000Z,speed:0.8kt,,
Keyfield Kindness,533132143,MYS,2026-04-25,loitering,26.644,51.9972,28.12,2026-04-25T03:48:07.000Z,2026-04-26T07:55:06.000Z,Loitering (average speed: 0.8 kt),da2e8f40520550a44ccf2b6a40660b66,0.8433999317820401
Keyfield Kindness,533132143,MYS,2026-04-26,loitering,26.6342,52.0028,6.2,2026-04-26T08:47:06.000Z,2026-04-26T14:59:04.000Z,speed:1.0kt,,
Keyfield Kindness,533132143,MYS,2026-04-26,loitering,26.6342,52.0028,6.2,2026-04-26T08:47:06.000Z,2026-04-26T14:59:04.000Z,Loitering (average speed: 1.0 kt),347ec8f6bb24c2a0f1d00db055363c72,1.0232019472182023
Keyfield Kindness,533132143,MYS,2026-04-26,loitering,26.6495,52.0016,56.0,2026-04-26T15:59:17.000Z,2026-04-28T23:59:09.000Z,speed:0.8kt,,
Keyfield Kindness,533132143,MYS,2026-04-26,loitering,26.6495,52.0016,56.0,2026-04-26T15:59:17.000Z,2026-04-28T23:59:09.000Z,Loitering (average speed: 0.8 kt),2c72882e9f5c623aa4be918eb8574afa,0.7526829849976997
M.V. Laguna Setia 1,533130572,MYS,2026-04-26,loitering,3.6133,112.685,591.71,2026-04-26T16:59:19.000Z,2026-05-21T08:42:03.000Z,speed:0.1kt,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-26,loitering,3.6133,112.685,591.71,2026-04-26T16:59:19.000Z,2026-05-21T08:42:03.000Z,Loitering (average speed: 0.1 kt),a3fc6e373db2e20ce1aa0283033a3890,0.05412422288584895
Keyfield Harmony,533180719,MYS,2026-04-26,loitering,5.1367,111.7983,2.15,2026-04-26T17:46:01.000Z,2026-04-26T19:55:03.000Z,Loitering (average speed: 1.1 kt),d6299b3ae727937dd58afb01a3eb8e12,1.1166248629939086
M.V. Laguna Setia 1,533130572,MYS,2026-04-26,port_visit,3.627,112.6774,4.15,2026-04-26T18:02:17.000Z,2026-04-26T22:11:18.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-26,port_visit,3.627,112.6774,4.15,2026-04-26T18:02:17.000Z,2026-04-26T22:11:18.000Z,Port Visit: Unknown Port (N/A),9437d4b5268f4b3a12ddd14ee9d2c831,Unknown Port
Keyfield Harmony,533180719,MYS,2026-04-26,loitering,5.135,111.8283,65.25,2026-04-26T20:58:05.000Z,2026-04-29T14:13:09.000Z,Loitering (average speed: 0.3 kt),04144dced6f2882de36513aec525cc66,0.3216590127830619
Daya Indah Satu,572878220,TUV,2026-04-27,port_visit,24.3035,54.4655,793.08,2026-04-27T03:48:28.000Z,2026-05-30T04:53:01.000Z,Port Visit: Unknown Port (N/A),89ba76cfcc099fca561f05b34654cd09,Unknown Port
Daya Indah Satu,572878220,TUV,2026-04-27,port_visit,24.3035,54.4655,473.65,2026-04-27T03:48:28.000Z,2026-05-16T21:27:11.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,2.05,2026-04-27T10:05:20.000Z,2026-04-27T12:08:18.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,2.05,2026-04-27T10:05:20.000Z,2026-04-27T12:08:18.000Z,Port Visit: Unknown Port (N/A),2178885db28fd82af96796941c17dbbb,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-04-27,port_visit,4.2488,103.5114,50.94,2026-04-27T11:43:58.000Z,2026-04-29T14:40:05.000Z,Port Visit: Unknown Port (N/A),d020e4bf1df5beb15645f80e73101fc4,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-04-27,port_visit,4.2488,103.5114,50.94,2026-04-27T11:43:58.000Z,2026-04-29T14:40:05.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,2.05,2026-04-27T15:14:21.000Z,2026-04-27T17:17:19.000Z,Port Visit: Unknown Port (N/A),bd36f6213006aad01973d6b6e249248e,Unknown Port
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,2.05,2026-04-27T15:14:21.000Z,2026-04-27T17:17:19.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,566.46,2026-04-27T19:23:21.000Z,2026-05-21T09:51:06.000Z,Unknown Port,,
M.V. Laguna Setia 1,533130572,MYS,2026-04-27,port_visit,3.627,112.6774,566.46,2026-04-27T19:23:21.000Z,2026-05-21T09:51:06.000Z,Port Visit: Unknown Port (N/A),84ff9d5a7ad3abf38140b4147ba5254a,Unknown Port
Daya Ceria,533132679,MYS,2026-04-29,loitering,7.5383,103.3225,10.05,2026-04-29T00:02:16.000Z,2026-04-29T10:05:21.000Z,speed:0.2kt,,
Daya Ceria,533132679,MYS,2026-04-29,loitering,7.5383,103.3225,10.05,2026-04-29T00:02:16.000Z,2026-04-29T10:05:21.000Z,Loitering (average speed: 0.2 kt),dd7867263be7ccacc8c62bba623b2dba,0.18208775725880866
Keyfield Kindness,533132143,MYS,2026-04-29,loitering,26.6446,52.0057,5.82,2026-04-29T00:10:03.000Z,2026-04-29T05:59:08.000Z,Loitering (average speed: 1.0 kt),f26cd98c5f8f9b0ad213969923d6f3fb,1.0333180643011248
Keyfield Kindness,533132143,MYS,2026-04-29,loitering,26.6446,52.0057,5.82,2026-04-29T00:10:03.000Z,2026-04-29T05:59:08.000Z,speed:1.0kt,,
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.7608,101.8167,6.5,2026-04-29T03:34:26.000Z,2026-04-29T10:04:24.000Z,Loitering (average speed: 0.1 kt),9dfc2d26aedbfd305725ed1e2a2ea2ec,0.055994180204248435
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.7608,101.8167,6.5,2026-04-29T03:34:26.000Z,2026-04-29T10:04:24.000Z,speed:0.1kt,,
Keyfield Falcon,572920220,TUV,2026-04-29,port_visit,24.3035,54.4655,547.36,2026-04-29T08:33:07.000Z,2026-05-22T03:54:31.000Z,Port Visit: Unknown Port (N/A),75f31d7041c1349e49841200d0eb62f6,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-29,port_visit,25.8986,51.6555,25.2,2026-04-29T11:14:08.000Z,2026-04-30T12:26:04.000Z,Port Visit: Unknown Port (N/A),ed6a75f841bee2befad2bc203a1b804c,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-29,port_visit,25.8986,51.6555,25.2,2026-04-29T11:14:08.000Z,2026-04-30T12:26:04.000Z,Unknown Port,,
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.765,101.6792,1.0,2026-04-29T11:37:22.000Z,2026-04-29T12:37:25.000Z,speed:0.9kt,,
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.765,101.6792,1.0,2026-04-29T11:37:22.000Z,2026-04-29T12:37:25.000Z,Loitering (average speed: 0.9 kt),4bdeb10abc83f3e1f4c6e19e25242082,0.8893481310995991
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.9917,101.4975,156.45,2026-04-29T17:07:23.000Z,2026-05-06T05:34:38.000Z,speed:0.0kt,,
Keyfield Commander,533003510,MYS,2026-04-29,loitering,8.9917,101.4975,156.45,2026-04-29T17:07:23.000Z,2026-05-06T05:34:38.000Z,Loitering (average speed: 0.0 kt),a17557a1822cd6f2d99ac663468a1607,0.04037042446765662
Daya Ceria,533132679,MYS,2026-04-30,port_visit,7.2668,100.6335,9.91,2026-04-30T06:51:15.000Z,2026-04-30T16:46:08.000Z,Port Visit: Unknown Port (N/A),4496e5045b9b0074abaeeec8c72de493,Unknown Port
Daya Ceria,533132679,MYS,2026-04-30,port_visit,7.2668,100.6335,9.91,2026-04-30T06:51:15.000Z,2026-04-30T16:46:08.000Z,Unknown Port,,
Keyfield Harmony,533180719,MYS,2026-04-30,port_visit,4.4164,113.8915,18.84,2026-04-30T10:58:02.000Z,2026-05-01T05:48:28.000Z,Port Visit: Unknown Port (N/A),2c25c425f71276e029db2f31ec8a7023,Unknown Port
Keyfield Kindness,533132143,MYS,2026-04-30,loitering,26.6495,51.9975,1.25,2026-04-30T19:42:09.000Z,2026-04-30T20:57:08.000Z,Loitering (average speed: 0.9 kt),4fb569b082913c85ac3699c8e7d7e955,0.8771243088491429
Keyfield Kindness,533132143,MYS,2026-04-30,loitering,26.6495,51.9975,1.25,2026-04-30T19:42:09.000Z,2026-04-30T20:57:08.000Z,speed:0.9kt,,
Keyfield Kindness,533132143,MYS,2026-04-30,loitering,26.6482,51.9996,1.1,2026-04-30T23:47:18.000Z,2026-05-01T00:53:07.000Z,speed:1.4kt,,
Keyfield Kindness,533132143,MYS,2026-04-30,loitering,26.6482,51.9996,1.1,2026-04-30T23:47:18.000Z,2026-05-01T00:53:07.000Z,Loitering (average speed: 1.4 kt),9fba1544a8fbaccd339d4a455154c2f4,1.351408906655759
Keyfield Kindness,533132143,MYS,2026-05-01,loitering,26.5054,52.1033,17.5,2026-05-01T04:29:08.000Z,2026-05-01T21:59:14.000Z,Loitering (average speed: 1.2 kt),abf7fa9e2ce2fbba2d5f60dbf1f10017,1.181706894697722
Keyfield Kindness,533132143,MYS,2026-05-01,loitering,26.5054,52.1033,17.5,2026-05-01T04:29:08.000Z,2026-05-01T21:59:14.000Z,speed:1.2kt,,
Daya Ceria,533132679,MYS,2026-05-01,loitering,7.5467,103.2936,11.54,2026-05-01T14:26:24.000Z,2026-05-02T01:59:06.000Z,speed:0.4kt,,
Daya Ceria,533132679,MYS,2026-05-01,loitering,7.5467,103.2936,11.54,2026-05-01T14:26:24.000Z,2026-05-02T01:59:06.000Z,Loitering (average speed: 0.4 kt),7da794e8c180134165e850f25ff6ed54,0.43937069754588726
Keyfield Kindness,533132143,MYS,2026-05-01,port_visit,26.5407,52.0767,6.34,2026-05-01T22:42:24.000Z,2026-05-02T05:03:04.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-01,port_visit,26.5407,52.0767,6.34,2026-05-01T22:42:24.000Z,2026-05-02T05:03:04.000Z,Port Visit: Unknown Port (N/A),c9bc0eeae02ed44f89df1b46ae19a5e0,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-01,loitering,26.5283,52.0941,49.0,2026-05-01T22:59:14.000Z,2026-05-03T23:59:04.000Z,Loitering (average speed: 1.0 kt),e761ff402c021fcdbc3bf3e3f848e83c,0.9894337492881867
Keyfield Kindness,533132143,MYS,2026-05-01,loitering,26.5283,52.0941,49.0,2026-05-01T22:59:14.000Z,2026-05-03T23:59:04.000Z,speed:1.0kt,,
Keyfield Harmony,533180719,MYS,2026-05-02,port_visit,5.2315,115.2629,252.01,2026-05-02T01:09:48.000Z,2026-05-12T13:10:11.000Z,Port Visit: Unknown Port (N/A),852a07062bc1cfb9dddc8be112dc78df,Unknown Port
Daya Ceria,533132679,MYS,2026-05-02,loitering,7.5603,103.2967,4.83,2026-05-02T03:06:41.000Z,2026-05-02T07:56:23.000Z,Loitering (average speed: 0.7 kt),016194b9008246969eb8910972067ece,0.7235662267506584
Daya Ceria,533132679,MYS,2026-05-02,loitering,7.5603,103.2967,4.83,2026-05-02T03:06:41.000Z,2026-05-02T07:56:23.000Z,speed:0.7kt,,
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,6.83,2026-05-02T06:05:34.000Z,2026-05-02T12:55:33.000Z,Port Visit: Unknown Port (N/A),54cd86bc76007a35c3e0cd742c6d5d6f,Unknown Port
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,6.83,2026-05-02T06:05:34.000Z,2026-05-02T12:55:33.000Z,Unknown Port,,
Daya Ceria,533132679,MYS,2026-05-02,loitering,7.5342,103.3017,52.35,2026-05-02T09:08:23.000Z,2026-05-04T13:29:27.000Z,Loitering (average speed: 0.3 kt),26ddb1d1ddc979fd5d2d2928e3c14642,0.28295477198105706
Daya Ceria,533132679,MYS,2026-05-02,loitering,7.5342,103.3017,52.35,2026-05-02T09:08:23.000Z,2026-05-04T13:29:27.000Z,speed:0.3kt,,
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,2.29,2026-05-02T15:59:33.000Z,2026-05-02T18:17:15.000Z,Unknown Port,,
Keyfield Kindness,533132143,MYS,2026-05-02,port_visit,26.5407,52.0767,2.29,2026-05-02T15:59:33.000Z,2026-05-02T18:17:15.000Z,Port Visit: Unknown Port (N/A),c92e4656b2c3d458e27a99c8a084a9a2,Unknown Port
